,date,mean
0,2020-01-01,71.64705882
1,2020-01-02,105.8823529
2,2020-01-03,150.6470588
3,2020-01-04,173.7058824
4,2020-01-05,142
5,2020-01-06,55.70588235
6,2020-01-07,40.05882353
7,2020-01-08,58.29411765
8,2020-01-09,81.11764706
9,2020-01-10,111.2352941
10,2020-01-11,112.7058824
11,2020-01-12,76.70588235
12,2020-01-13,102.5882353
13,2020-01-14,84.29411765
14,2020-01-15,88.05882353
15,2020-01-16,108.8235294
16,2020-01-17,119.4705882
17,2020-01-18,127
18,2020-01-19,126.5294118
19,2020-01-20,97
20,2020-01-21,87.35294118
21,2020-01-22,98.05882353
22,2020-01-23,123.8235294
23,2020-01-24,98.35294118
24,2020-01-25,88.17647059
25,2020-01-26,86.70588235
26,2020-01-27,68.11764706
27,2020-01-28,69.82352941
28,2020-01-29,76.58823529
29,2020-01-30,66.05882353
30,2020-01-31,66.23529412
31,2020-02-01,86
32,2020-02-02,68
33,2020-02-03,56.70588235
34,2020-02-04,61.11764706
35,2020-02-05,37.35294118
36,2020-02-06,43.41176471
37,2020-02-07,62
38,2020-02-08,78.05882353
39,2020-02-09,93.64705882
40,2020-02-10,79.05882353
41,2020-02-11,62.41176471
42,2020-02-12,54.17647059
43,2020-02-13,57.82352941
44,2020-02-14,42.23529412
45,2020-02-15,27.23529412
46,2020-02-16,30.88235294
47,2020-02-17,31
48,2020-02-18,48.29411765
49,2020-02-19,53
50,2020-02-20,67
51,2020-02-21,83
52,2020-02-22,59.94117647
53,2020-02-23,72.64705882
54,2020-02-24,80.82352941
55,2020-02-25,58.11764706
56,2020-02-26,54.35294118
57,2020-02-27,41.94117647
58,2020-02-28,40.35294118
59,2020-02-29,50.52941176
60,2020-03-01,59.70588235
61,2020-03-02,66.47058824
62,2020-03-03,57.41176471
63,2020-03-04,43.70588235
64,2020-03-05,57.52941176
65,2020-03-06,64.05882353
66,2020-03-07,80.70588235
67,2020-03-08,86.76470588
68,2020-03-09,64.88235294
69,2020-03-10,61.47058824
70,2020-03-11,81.88235294
71,2020-03-12,85.41176471
72,2020-03-13,53.05882353
73,2020-03-14,70.41176471
74,2020-03-15,66.88235294
75,2020-03-16,66.52941176
76,2020-03-17,86
77,2020-03-18,114.3529412
78,2020-03-19,89.35294118
79,2020-03-20,103.1764706
80,2020-03-21,108.4705882
81,2020-03-22,67
82,2020-03-23,76.58823529
83,2020-03-24,73.88235294
84,2020-03-25,58.82352941
85,2020-03-26,57.11764706
86,2020-03-27,46.94117647
87,2020-03-28,53.29411765
88,2020-03-29,66.47058824
89,2020-03-30,66
90,2020-03-31,66
91,2020-04-01,66.88235294
92,2020-04-02,60.76470588
93,2020-04-03,79.70588235
94,2020-04-04,115.1176471
95,2020-04-05,76.11764706
96,2020-04-06,75.88235294
97,2020-04-07,81.35294118
98,2020-04-08,78.41176471
99,2020-04-09,48
100,2020-04-10,50.88235294
101,2020-04-11,66.29411765
102,2020-04-12,77.58823529
103,2020-04-13,80.64705882
104,2020-04-14,74.17647059
105,2020-04-15,72
106,2020-04-16,73.52941176
107,2020-04-17,77.17647059
108,2020-04-18,69.47058824
109,2020-04-19,55.41176471
110,2020-04-20,47.05882353
111,2020-04-21,46.94117647
112,2020-04-22,54.82352941
113,2020-04-23,57.17647059
114,2020-04-24,77.35294118
115,2020-04-25,75
116,2020-04-26,58.70588235
117,2020-04-27,62.29411765
118,2020-04-28,70.41176471
119,2020-04-29,70.35294118
120,2020-04-30,75.58823529
121,2020-05-01,71.64705882
122,2020-05-02,57.23529412
123,2020-05-03,65.52941176
124,2020-05-04,56.41176471
