,date,mean
0,2019-01-01,104
1,2019-01-02,131.2941176
2,2019-01-03,158.7058824
3,2019-01-04,166.7647059
4,2019-01-05,82.52941176
5,2019-01-06,89.41176471
6,2019-01-07,145.5882353
7,2019-01-08,106.5882353
8,2019-01-09,68.47058824
9,2019-01-10,86.82352941
10,2019-01-11,115.1764706
11,2019-01-12,143.4117647
12,2019-01-13,198.2941176
13,2019-01-14,215
14,2019-01-15,126.9411765
15,2019-01-16,71.17647059
16,2019-01-17,107.6470588
17,2019-01-18,125.2352941
18,2019-01-19,123.0588235
19,2019-01-20,76.82352941
20,2019-01-21,94.29411765
21,2019-01-22,110.7058824
22,2019-01-23,112.5294118
23,2019-01-24,118.9411765
24,2019-01-25,85.47058824
25,2019-01-26,73.76470588
26,2019-01-27,92.29411765
27,2019-01-28,92.88235294
28,2019-01-29,105.1176471
29,2019-01-30,120.4705882
30,2019-01-31,59.76470588
31,2019-02-01,84.70588235
32,2019-02-02,87.94117647
33,2019-02-03,118.3529412
34,2019-02-04,137
35,2019-02-05,161.8235294
36,2019-02-06,134.2352941
37,2019-02-07,55.29411765
38,2019-02-08,47.05882353
39,2019-02-09,57.76470588
40,2019-02-10,44.70588235
41,2019-02-11,81.82352941
42,2019-02-12,95.94117647
43,2019-02-13,78.82352941
44,2019-02-14,54.70588235
45,2019-02-15,71.82352941
46,2019-02-16,57.82352941
47,2019-02-17,63.76470588
48,2019-02-18,73.17647059
49,2019-02-19,97.94117647
50,2019-02-20,145.9411765
51,2019-02-21,127.5294118
52,2019-02-22,129.2941176
53,2019-02-23,127.4117647
54,2019-02-24,135.8823529
55,2019-02-25,131.0588235
56,2019-02-26,104.5882353
57,2019-02-27,99.05882353
58,2019-02-28,117.8235294
59,2019-03-01,135.1176471
60,2019-03-02,139.7058824
61,2019-03-03,114
62,2019-03-04,106.8235294
63,2019-03-05,113.2941176
64,2019-03-06,111.6470588
65,2019-03-07,70.29411765
66,2019-03-08,81.23529412
67,2019-03-09,71.76470588
68,2019-03-10,100.3529412
69,2019-03-11,83.05882353
70,2019-03-12,69.47058824
71,2019-03-13,70.35294118
72,2019-03-14,85
73,2019-03-15,76.11764706
74,2019-03-16,77.82352941
75,2019-03-17,89.70588235
76,2019-03-18,88.88235294
77,2019-03-19,78.29411765
78,2019-03-20,62.64705882
79,2019-03-21,72.94117647
80,2019-03-22,56.94117647
81,2019-03-23,59
82,2019-03-24,83.11764706
83,2019-03-25,90.05882353
84,2019-03-26,101
85,2019-03-27,101.4117647
86,2019-03-28,75.82352941
87,2019-03-29,69.29411765
88,2019-03-30,80.47058824
89,2019-03-31,67.41176471
90,2019-04-01,77.23529412
91,2019-04-02,71.41176471
92,2019-04-03,72.47058824
93,2019-04-04,93.29411765
94,2019-04-05,170.1176471
95,2019-04-06,118.3529412
96,2019-04-07,96.47058824
97,2019-04-08,87.29411765
98,2019-04-09,34.58823529
99,2019-04-10,54
100,2019-04-11,80.29411765
101,2019-04-12,92.41176471
102,2019-04-13,85.17647059
103,2019-04-14,71.94117647
104,2019-04-15,80.70588235
105,2019-04-16,75.05882353
106,2019-04-17,90.64705882
107,2019-04-18,123.9411765
108,2019-04-19,75.35294118
109,2019-04-20,76.82352941
110,2019-04-21,72.52941176
111,2019-04-22,65.82352941
112,2019-04-23,43.76470588
113,2019-04-24,82.05882353
114,2019-04-25,51.11764706
115,2019-04-26,49.11764706
116,2019-04-27,61.05882353
117,2019-04-28,44.52941176
118,2019-04-29,60.35294118
119,2019-04-30,105.2352941
120,2019-05-01,80.17647059
121,2019-05-02,83.88235294
122,2019-05-03,81.64705882
123,2019-05-04,74.88235294
124,2019-05-05,106.7647059
125,2019-05-06,75.05882353
126,2019-05-07,76
127,2019-05-08,79.23529412
128,2019-05-09,80.35294118
129,2019-05-10,82
130,2019-05-11,66.35294118
131,2019-05-12,81.70588235
132,2019-05-13,152.5882353
133,2019-05-14,110.5294118
134,2019-05-15,75.70588235
135,2019-05-16,60.05882353
136,2019-05-17,47
137,2019-05-18,41.64705882
138,2019-05-19,79.29411765
139,2019-05-20,76.88235294
140,2019-05-21,73.52941176
141,2019-05-22,79.70588235
142,2019-05-23,83.64705882
143,2019-05-24,81.29411765
144,2019-05-25,73.05882353
145,2019-05-26,56.17647059
146,2019-05-27,52.23529412
147,2019-05-28,57.52941176
148,2019-05-29,60.29411765
149,2019-05-30,57.94117647
150,2019-05-31,63.88235294
151,2019-06-01,73.41176471
152,2019-06-02,70.94117647
153,2019-06-03,75.17647059
154,2019-06-04,75.82352941
155,2019-06-05,67.52941176
156,2019-06-06,40.11764706
157,2019-06-07,50.52941176
158,2019-06-08,56.17647059
159,2019-06-09,58.17647059
160,2019-06-10,50.58823529
161,2019-06-11,60.17647059
162,2019-06-12,64.41176471
163,2019-06-13,61.70588235
164,2019-06-14,60.05882353
165,2019-06-15,67
166,2019-06-16,59.05882353
167,2019-06-17,66.76470588
168,2019-06-18,66.64705882
169,2019-06-19,56.05882353
