,date,mean
0,2018-01-01,138.0
1,2018-01-02,60.705882352941174
2,2018-01-03,57.76470588235294
3,2018-01-04,76.76470588235294
4,2018-01-05,74.29411764705883
5,2018-01-06,69.88235294117646
6,2018-01-07,77.94117647058823
7,2018-01-08,56.76470588235294
8,2018-01-09,46.8235294117647
9,2018-01-10,37.529411764705884
10,2018-01-11,57.294117647058826
11,2018-01-12,71.52941176470588
12,2018-01-13,79.0
13,2018-01-14,116.29411764705883
14,2018-01-15,130.1764705882353
15,2018-01-16,145.41176470588235
16,2018-01-17,161.1764705882353
17,2018-01-18,155.41176470588235
18,2018-01-19,157.23529411764707
19,2018-01-20,144.8235294117647
20,2018-01-21,68.88235294117646
21,2018-01-22,40.64705882352941
22,2018-01-23,48.05882352941177
23,2018-01-24,45.411764705882355
24,2018-01-25,46.8235294117647
25,2018-01-26,68.05882352941177
26,2018-01-27,79.41176470588235
27,2018-01-28,100.23529411764706
28,2018-01-29,91.82352941176471
29,2018-01-30,97.0
30,2018-01-31,97.94117647058823
31,2018-02-01,81.88235294117646
32,2018-02-02,62.23529411764706
33,2018-02-03,78.29411764705883
34,2018-02-04,72.47058823529412
35,2018-02-05,62.0
36,2018-02-06,87.41176470588235
37,2018-02-07,81.41176470588235
38,2018-02-08,119.17647058823529
39,2018-02-09,88.6470588235294
40,2018-02-10,104.17647058823529
41,2018-02-11,79.6470588235294
42,2018-02-12,102.05882352941177
43,2018-02-13,96.58823529411765
44,2018-02-14,66.0
45,2018-02-15,107.94117647058823
46,2018-02-16,94.0
47,2018-02-17,60.64705882352941
48,2018-02-18,77.58823529411765
49,2018-02-19,91.76470588235294
50,2018-02-20,86.41176470588235
51,2018-02-21,98.05882352941177
52,2018-02-22,90.0
53,2018-02-23,81.76470588235294
54,2018-02-24,75.47058823529412
55,2018-02-25,100.76470588235294
56,2018-02-26,118.58823529411765
57,2018-02-27,103.82352941176471
58,2018-02-28,74.58823529411765
59,2018-03-01,75.29411764705883
60,2018-03-02,76.76470588235294
61,2018-03-03,59.94117647058823
62,2018-03-04,52.1764705882353
63,2018-03-05,68.52941176470588
64,2018-03-06,69.6470588235294
65,2018-03-07,65.0
66,2018-03-08,76.0
67,2018-03-09,108.3529411764706
